Type,Subtype,Country,Sugar_Content,Price,Sweetness
Icecream,Icecream,CHILE,14,11,1
Icecream,Icecream,FRANCE,13,18,0
Icecream,Icecream,FRANCE,13,60,0
Icecream,Icecream,AUSTRALIA,14,18,0
Icecream,Icecream,FRANCE,12,95,0
Icecream,Icecream,FRANCE,12,73,3
Icecream,Icecream,SOUTH AFRICA,14,14,0
Icecream,Icecream,FRANCE,15,56,0
Icecream,Icecream,ITALY,14,90,0
Icecream,Icecream,ARGENTINA,13,35,0
Icecream,Icecream,CANADA,14,20,0
Icecream,Icecream,AUSTRALIA,14,16,0
Icecream,Icecream,PORTUGAL,20,23,8
Icecream,Icecream,FRANCE,13,125,0
Icecream,Icecream,GERMANY,11,20,1
Icecream,Icecream,ITALY,15,95,0
Icecream,Icecream,SOUTH AFRICA,14,10,0
Icecream,Icecream,FRANCE,14,50,0
Icecream,Icecream,ITALY,12,16,0
Icecream,Icecream,FRANCE,14,21,0
Icecream,Icecream,FRANCE,13,25,0
Icecream,Icecream,CANADA,13,14,0
Icecream,Icecream,KOREA - SOUTH,13,10,NA
Icecream,Icecream,AUSTRALIA,11,20,0
Icecream,Icecream,CANADA,13,10,0
Icecream,Icecream,FRANCE,14,29,0
Icecream,Icecream,CANADA,12,16,0
Icecream,Icecream,GERMANY,12,19,1
Icecream,Icecream,UNITED STATES OF AMERICA,14,24,0
Icecream,Icecream,ITALY,14,50,0
Icecream,Icecream,CANADA,18,22,0
Icecream,Icecream,AUSTRALIA,14,13,0
Icecream,Icecream,AUSTRIA,13,67,0
Icecream,Icecream,CANADA,12,15,0
Icecream,Icecream,SOUTH AFRICA,15,17,0
Icecream,Icecream,ITALY,13,11,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,18,0
Icecream,Icecream,CHINA,15,15,1
Icecream,Icecream,UNITED STATES OF AMERICA,14,35,0
Icecream,Icecream,FRANCE,13,79,10
Icecream,Icecream,UNITED STATES OF AMERICA,18,20,0
Icecream,Icecream,FRANCE,13,399,0
Icecream,Icecream,SPAIN,14,18,0
Icecream,Icecream,CANADA,9,40,10
Icecream,Icecream,SPAIN,13,12,0
Icecream,Icecream,AUSTRALIA,14,20,0
Icecream,Icecream,AUSTRALIA,14,18,0
Icecream,Icecream,ITALY,13,40,1
Icecream,Icecream,UNITED STATES OF AMERICA,12,20,0
Icecream,Icecream,AUSTRALIA,13,24,0
Icecream,Icecream,FRANCE,15,52,0
Icecream,Icecream,CANADA,13,17,1
Icecream,Icecream,FRANCE,15,299,0
Icecream,Icecream,CANADA,14,16,0
Icecream,Icecream,FRANCE,14,285,0
Icecream,Icecream,CANADA,13,9,0
Icecream,Icecream,ITALY,13,70,0
Icecream,Icecream,PORTUGAL,20,80,9
Icecream,Icecream,PORTUGAL,20,250,10
Icecream,Icecream,FRANCE,13,45,0
Icecream,Icecream,ARGENTINA,14,18,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,16,0
Icecream,Icecream,UNITED STATES OF AMERICA,12,12,0
Icecream,Icecream,FRANCE,14,50,0
Icecream,Icecream,FRANCE,13,45,0
Icecream,Icecream,FRANCE,13,600,0
Icecream,Icecream,ISRAEL,15,35,0
Icecream,Icecream,FRANCE,12,609,0
Icecream,Icecream,AUSTRALIA,14,11,0
Icecream,Icecream,FRANCE,13,449,0
Icecream,Icecream,ITALY,14,25,0
Icecream,Icecream,SPAIN,16,25,0
Icecream,Icecream,CANADA,14,19,0
Icecream,Icecream,PORTUGAL,11,11,2
Icecream,Icecream,CANADA,14,10,NA
Icecream,Icecream,PORTUGAL,20,125,9
Icecream,Icecream,FRANCE,13,14,0
Icecream,Icecream,ITALY,14,200,0
Icecream,Icecream,FRANCE,13,200,0
Icecream,Icecream,ITALY,14,79,0
Icecream,Icecream,UNITED STATES OF AMERICA,11,14,1
Icecream,Icecream,GERMANY,13,28,1
Icecream,Icecream,SPAIN,18,18,6
Icecream,Icecream,NEW ZEALAND,14,13,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,15,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,60,0
Icecream,Icecream,UNITED STATES OF AMERICA,15,19,0
Icecream,Icecream,FRANCE,14,65,0
Icecream,Icecream,CHILE,13,14,0
Icecream,Icecream,CANADA,15,17,0
Icecream,Icecream,AUSTRALIA,14,20,0
Icecream,Icecream,FRANCE,14,43,0
Icecream,Icecream,ITALY,13,17,0
Icecream,Icecream,FRANCE,14,33,0
Icecream,Icecream,SPAIN,14,10,0
Icecream,Icecream,GERMANY,11,12,2
Icecream,Icecream,GERMANY,10,24,0
Icecream,Icecream,ITALY,14,22,0
Icecream,Icecream,CANADA,13,10,NA
Icecream,Icecream,NEW ZEALAND,13,20,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,90,0
Icecream,Icecream,NEW ZEALAND,13,17,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,16,1
Icecream,Icecream,UNITED STATES OF AMERICA,14,16,1
Icecream,Icecream,CHILE,14,14,0
Icecream,Icecream,CANADA,9,50,10
Icecream,Icecream,ARGENTINA,14,15,0
Icecream,Icecream,FRANCE,12,31,0
Icecream,Icecream,CANADA,13,29,10
Icecream,Icecream,FRANCE,13,69,0
Icecream,Icecream,FRANCE,13,40,0
Icecream,Icecream,ITALY,15,95,0
Icecream,Icecream,NEW ZEALAND,14,17,0
Icecream,Icecream,ITALY,11,17,0
Icecream,Icecream,FRANCE,13,1800,0
Icecream,Icecream,FRANCE,13,22,0
Icecream,Icecream,CANADA,13,14,1
Icecream,Icecream,CANADA,13,10,1
Icecream,Icecream,ARGENTINA,14,22,0
Icecream,Icecream,ITALY,15,160,0
Icecream,Icecream,ITALY,13,20,0
Icecream,Icecream,ITALY,14,40,0
Icecream,Icecream,ITALY,14,70,0
Icecream,Icecream,FRANCE,14,59,0
Icecream,Icecream,FRANCE,13,22,0
Icecream,Icecream,ITALY,14,29,0
Icecream,Icecream,FRANCE,13,120,0
Icecream,Icecream,FRANCE,13,32,0
Icecream,Icecream,FRANCE,15,50,0
Icecream,Icecream,FRANCE,12,732,0
Icecream,Icecream,FRANCE,14,64,0
Icecream,Icecream,FRANCE,14,17,0
Icecream,Icecream,AUSTRALIA,15,18,0
Icecream,Icecream,CANADA,13,10,0
Icecream,Icecream,CANADA,13,13,0
Icecream,Icecream,PORTUGAL,15,42,0
Icecream,Icecream,GERMANY,9,18,3
Icecream,Icecream,ARGENTINA,14,14,0
Icecream,Icecream,NEW ZEALAND,12,25,1
Icecream,Icecream,NEW ZEALAND,13,14,1
Icecream,Icecream,AUSTRALIA,15,28,0
Icecream,Icecream,SOUTH AFRICA,15,14,0
Icecream,Icecream,CANADA,12,20,1
Icecream,Icecream,CANADA,13,17,1
Icecream,Icecream,FRANCE,14,43,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,65,0
Icecream,Icecream,ITALY,13,10,0
Icecream,Icecream,ITALY,14,30,0
Icecream,Icecream,ITALY,14,77,0
Icecream,Icecream,ARGENTINA,15,30,0
Icecream,Icecream,FRANCE,12,76,0
Icecream,Icecream,AUSTRALIA,13,23,0
Icecream,Icecream,FRANCE,13,50,0
Icecream,Icecream,SPAIN,14,90,0
Icecream,Icecream,SPAIN,13,449,0
Icecream,Icecream,AUSTRALIA,15,19,0
Icecream,Icecream,GERMANY,10,11,1
Icecream,Icecream,CANADA,11,14,1
Icecream,Icecream,AUSTRALIA,15,65,NA
Icecream,Icecream,FRANCE,13,83,0
Icecream,Icecream,FRANCE,13,75,0
Icecream,Icecream,FRANCE,15,180,0
Icecream,Icecream,ITALY,15,70,0
Icecream,Icecream,ITALY,13,20,0
Icecream,Icecream,FRANCE,14,85,0
Icecream,Icecream,KOREA - SOUTH,12,12,0
Icecream,Icecream,FRANCE,12,11,0
Icecream,Icecream,ITALY,14,245,0
Icecream,Icecream,ITALY,15,100,0
Icecream,Icecream,ITALY,14,48,0
Icecream,Icecream,ITALY,15,464,0
Icecream,Icecream,ITALY,15,140,0
Icecream,Icecream,HUNGARY,13,11,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,16,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,38,0
Icecream,Icecream,CANADA,13,20,0
Icecream,Icecream,UNITED STATES OF AMERICA,15,20,0
Icecream,Icecream,AUSTRALIA,14,19,0
Icecream,Icecream,FRANCE,14,32,0
Icecream,Icecream,FRANCE,13,90,0
Icecream,Icecream,AUSTRALIA,14,25,0
Icecream,Icecream,FRANCE,13,30,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,19,0
Icecream,Icecream,FRANCE,14,123,0
Icecream,Icecream,FRANCE,15,55,0
Icecream,Icecream,FRANCE,14,58,0
Icecream,Icecream,FRANCE,13,229,0
Icecream,Icecream,FRANCE,14,50,0
Icecream,Icecream,FRANCE,13,100,0
Icecream,Icecream,FRANCE,14,170,0
Icecream,Icecream,ITALY,13,30,0
Icecream,Icecream,CHILE,14,19,0
Icecream,Icecream,FRANCE,14,22,0
Icecream,Icecream,AUSTRALIA,14,25,0
Icecream,Icecream,PORTUGAL,20,40,10
Icecream,Icecream,FRANCE,14,22,0
Icecream,Icecream,CANADA,13,17,1
Icecream,Icecream,FRANCE,13,83,0
Icecream,Icecream,AUSTRALIA,15,13,0
Icecream,Icecream,CANADA,12,18,1
Icecream,Icecream,CANADA,14,23,0
Icecream,Icecream,ITALY,14,90,0
Icecream,Icecream,FRANCE,14,230,0
Icecream,Icecream,FRANCE,13,307,0
Icecream,Icecream,SPAIN,14,40,0
Icecream,Icecream,ITALY,14,50,0
Icecream,Icecream,CANADA,10,8,10
Icecream,Icecream,FRANCE,14,470,0
Icecream,Icecream,FRANCE,14,30,0
Icecream,Icecream,NEW ZEALAND,13,27,0
Icecream,Icecream,AUSTRALIA,14,19,0
Icecream,Icecream,FRANCE,13,6000,0
Icecream,Icecream,CANADA,12,15,2
Icecream,Icecream,CANADA,14,17,1
Icecream,Icecream,UNITED STATES OF AMERICA,14,18,0
Icecream,Icecream,ITALY,6,30,0
Icecream,Icecream,FRANCE,13,26,0
Icecream,Icecream,FRANCE,14,89,0
Icecream,Icecream,FRANCE,14,380,0
Icecream,Icecream,ITALY,11,15,1
Icecream,Icecream,FRANCE,13,60,1
Icecream,Icecream,AUSTRALIA,16,40,0
Icecream,Icecream,UNITED STATES OF AMERICA,13,8,1
Icecream,Icecream,SPAIN,13,14,0
Icecream,Icecream,UNITED STATES OF AMERICA,15,100,0
Icecream,Icecream,AUSTRALIA,13,12,1
Icecream,Icecream,FRANCE,12,281,0
Icecream,Icecream,ITALY,16,35,0
Icecream,Icecream,FRANCE,13,436,0
Icecream,Icecream,FRANCE,14,63,0
Icecream,Icecream,CHILE,14,15,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,70,0
Icecream,Icecream,UNITED STATES OF AMERICA,12,11,1
Icecream,Icecream,CANADA,14,16,0
Icecream,Icecream,ITALY,14,650,0
Icecream,Icecream,FRANCE,14,220,0
Icecream,Icecream,FRANCE,13,50,NA
Icecream,Icecream,FRANCE,13,399,NA
Icecream,Icecream,FRANCE,13,280,NA
Icecream,Icecream,FRANCE,13,180,NA
Icecream,Icecream,FRANCE,14,120,0
Icecream,Icecream,FRANCE,13,100,0
Icecream,Icecream,FRANCE,14,188,0
Icecream,Icecream,FRANCE,13,150,0
Icecream,Icecream,FRANCE,15,38,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,25,0
Icecream,Icecream,FRANCE,13,34,0
Icecream,Icecream,UNITED STATES OF AMERICA,9,10,1
Icecream,Icecream,AUSTRALIA,15,66,0
Icecream,Icecream,FRANCE,14,92,0
Icecream,Icecream,CHILE,15,22,0
Icecream,Icecream,AUSTRALIA,14,24,NA
Icecream,Icecream,FRANCE,12,19,0
Icecream,Icecream,UNITED STATES OF AMERICA,13,15,0
Icecream,Icecream,GERMANY,13,20,0
Icecream,Icecream,CANADA,18,19,5
Icecream,Icecream,AUSTRALIA,15,24,0
Icecream,Icecream,AUSTRALIA,14,40,0
Icecream,Icecream,FRANCE,12,55,1
Icecream,Icecream,UNITED STATES OF AMERICA,15,100,0
Icecream,Icecream,ARGENTINA,14,110,0
Icecream,Icecream,ITALY,15,249,0
Icecream,Icecream,GREECE,11,14,0
Icecream,Icecream,FRANCE,14,107,0
Icecream,Icecream,SPAIN,13,28,0
Icecream,Icecream,SPAIN,15,95,0
Icecream,Icecream,NEW ZEALAND,13,17,0
Icecream,Icecream,ITALY,14,46,0
Icecream,Icecream,FRANCE,12,11500,0
Icecream,Icecream,AUSTRALIA,15,50,0
Icecream,Icecream,ITALY,15,525,0
Icecream,Icecream,CANADA,14,35,0
Icecream,Icecream,AUSTRALIA,15,35,0
Icecream,Icecream,ARGENTINA,14,18,0
Icecream,Icecream,CHILE,14,20,1
Icecream,Icecream,ITALY,14,20,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,291,0
Icecream,Icecream,UNITED STATES OF AMERICA,15,220,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,49,0
Icecream,Icecream,ARGENTINA,16,45,0
Icecream,Icecream,ARGENTINA,14,20,0
Icecream,Icecream,ARGENTINA,15,125,0
Icecream,Icecream,CHILE,14,160,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,500,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,25,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,15,1
Icecream,Icecream,FRANCE,14,100,0
Icecream,Icecream,FRANCE,13,16,0
Icecream,Icecream,FRANCE,13,28,0
Icecream,Icecream,FRANCE,14,23,0
Icecream,Icecream,FRANCE,14,160,NA
Icecream,Icecream,FRANCE,14,1800,0
Icecream,Icecream,UNITED STATES OF AMERICA,15,50,0
Icecream,Icecream,FRANCE,13,160,0
Icecream,Icecream,FRANCE,14,80,0
Icecream,Icecream,GREECE,13,14,0
Icecream,Icecream,ITALY,14,48,NA
Icecream,Icecream,CANADA,12,31,0
Icecream,Icecream,CANADA,12,116,1
Icecream,Icecream,CANADA,12,39,0
Icecream,Icecream,CANADA,11,107,0
Icecream,Icecream,CANADA,12,35,0
Icecream,Icecream,CANADA,12,107,0
Icecream,Icecream,CANADA,12,35,0
Icecream,Icecream,AUSTRALIA,12,20,0
Icecream,Icecream,UNITED STATES OF AMERICA,13,37,1
Icecream,Icecream,UNITED STATES OF AMERICA,13,37,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,44,0
Icecream,Icecream,CANADA,13,15,0
Icecream,Icecream,HUNGARY,12,16,1
Icecream,Icecream,AUSTRALIA,14,17,0
Icecream,Icecream,FRANCE,13,188,0
Icecream,Icecream,AUSTRALIA,15,13,0
Icecream,Icecream,ARGENTINA,15,20,0
Icecream,Icecream,FRANCE,12,17,0
Icecream,Icecream,FRANCE,14,22,0
Icecream,Icecream,SPAIN,20,35,1
Icecream,Icecream,CANADA,12,15,0
Icecream,Icecream,JAPAN,16,16,NA
Icecream,Icecream,ITALY,14,10,0
Icecream,Icecream,SPAIN,14,13,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,70,0
Icecream,Icecream,FRANCE,13,29,0
Icecream,Icecream,FRANCE,13,15,0
Icecream,Icecream,SOUTH AFRICA,15,11,0
Icecream,Icecream,FRANCE,12,83,0
Icecream,Icecream,CANADA,14,14,0
Icecream,Icecream,CANADA,18,20,9
Icecream,Icecream,GERMANY,12,13,1
Icecream,Icecream,ITALY,11,14,0
Icecream,Icecream,GERMANY,8,37,4
Icecream,Icecream,SPAIN,15,20,0
Icecream,Icecream,GERMANY,8,36,7
Icecream,Icecream,FRANCE,13,19,0
Icecream,Icecream,CANADA,14,18,1
Icecream,Icecream,CANADA,14,200,0
Icecream,Icecream,FRANCE,14,16,0
Icecream,Icecream,GERMANY,11,29,0
Icecream,Icecream,CHILE,12,11,7
Icecream,Icecream,FRANCE,13,19,0
Icecream,Icecream,CHILE,9,15,4
Icecream,Icecream,FRANCE,13,192,0
Icecream,Icecream,FRANCE,14,100,0
Icecream,Icecream,NEW ZEALAND,13,11,0
Icecream,Icecream,UNITED STATES OF AMERICA,11,15,0
Icecream,Icecream,CANADA,15,20,0
Icecream,Icecream,FRANCE,13,19,0
Icecream,Icecream,FRANCE,13,35,0
Icecream,Icecream,PORTUGAL,20,100,9
Icecream,Icecream,FRANCE,14,30,0
Icecream,Icecream,UNITED STATES OF AMERICA,16,30,0
Icecream,Icecream,ITALY,13,16,0
Icecream,Icecream,SOUTH AFRICA,20,13,5
Icecream,Icecream,PORTUGAL,13,13,0
Icecream,Icecream,FRANCE,13,760,0
Icecream,Icecream,GREECE,11,17,0
Icecream,Icecream,AUSTRALIA,14,22,0
Icecream,Icecream,CANADA,14,400,0
Icecream,Icecream,FRANCE,13,46,0
Icecream,Icecream,FRANCE,13,139,0
Icecream,Icecream,FRANCE,13,120,0
Icecream,Icecream,CANADA,13,9,0
Icecream,Icecream,AUSTRALIA,15,30,0
Icecream,Icecream,FRANCE,13,288,0
Icecream,Icecream,FRANCE,13,2800,0
Icecream,Icecream,FRANCE,15,158,0
Icecream,Icecream,FRANCE,15,350,0
Icecream,Icecream,FRANCE,13,120,0
Icecream,Icecream,ITALY,7,14,7
Icecream,Icecream,ARGENTINA,14,20,0
Icecream,Icecream,ITALY,13,35,0
Icecream,Icecream,FRANCE,13,688,0
Icecream,Icecream,AUSTRALIA,14,20,0
Icecream,Icecream,FRANCE,14,125,0
Icecream,Icecream,FRANCE,13,40,0
Icecream,Icecream,ITALY,16,13,6
Icecream,Icecream,ITALY,14,2349,0
Icecream,Icecream,FRANCE,14,140,0
Icecream,Icecream,FRANCE,14,200,0
Icecream,Icecream,FRANCE,12,15,0
Icecream,Icecream,AUSTRALIA,13,18,0
Icecream,Icecream,UNITED STATES OF AMERICA,13,10,0
Icecream,Icecream,FRANCE,12,16,0
Icecream,Icecream,SPAIN,14,66,0
Icecream,Icecream,SPAIN,18,24,10
Icecream,Icecream,ITALY,13,21,0
Icecream,Icecream,CHILE,15,160,0
Icecream,Icecream,GERMANY,9,13,2
Icecream,Icecream,FRANCE,14,45,0
Icecream,Icecream,SOUTH AFRICA,14,45,0
Icecream,Icecream,ITALY,14,125,0
Icecream,Icecream,FRANCE,13,45,10
Icecream,Icecream,SOUTH AFRICA,15,84,0
Icecream,Icecream,CANADA,14,14,0
Icecream,Icecream,AUSTRALIA,14,16,0
Icecream,Icecream,CANADA,12,15,0
Icecream,Icecream,ARGENTINA,13,9,0
Icecream,Icecream,ARGENTINA,14,20,0
Icecream,Icecream,AUSTRALIA,15,30,0
Icecream,Icecream,CANADA,14,13,6
Icecream,Icecream,ITALY,13,15,0
Icecream,Icecream,CANADA,13,18,0
Icecream,Icecream,AUSTRALIA,13,18,0
Icecream,Icecream,FRANCE,12,32,0
Icecream,Icecream,FRANCE,12,65,1
Icecream,Icecream,SPAIN,15,16,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,30,0
Icecream,Icecream,UNITED STATES OF AMERICA,15,30,0
Icecream,Icecream,UNITED STATES OF AMERICA,15,24,0
Icecream,Icecream,FRANCE,13,40,0
Icecream,Icecream,AUSTRALIA,13,9,1
Icecream,Icecream,ITALY,13,18,0
Icecream,Icecream,AUSTRALIA,16,74,0
Icecream,Icecream,CANADA,13,16,0
Icecream,Icecream,CANADA,15,16,0
Icecream,Icecream,ITALY,11,16,1
Icecream,Icecream,CANADA,7,35,10
Icecream,Icecream,CHILE,12,15,0
Icecream,Icecream,CHILE,14,16,0
Icecream,Icecream,PORTUGAL,19,29,7
Icecream,Icecream,FRANCE,13,90,0
Icecream,Icecream,FRANCE,14,228,0
Icecream,Icecream,CHILE,14,15,0
Icecream,Icecream,JAPAN,15,25,1
Icecream,Icecream,GERMANY,8,15,2
Icecream,Icecream,SOUTH AFRICA,14,20,0
Icecream,Icecream,ARGENTINA,14,89,0
Icecream,Icecream,AUSTRALIA,13,17,0
Icecream,Icecream,FRANCE,13,69,0
Icecream,Icecream,SOUTH AFRICA,14,10,0
Icecream,Icecream,CANADA,13,10,1
Icecream,Icecream,FRANCE,12,65,1
Icecream,Icecream,CANADA,20,7,4
Icecream,Icecream,ITALY,13,26,0
Icecream,Icecream,SOUTH AFRICA,13,28,0
Icecream,Icecream,AUSTRALIA,18,23,10
Icecream,Icecream,FRANCE,15,60,0
Icecream,Icecream,ARGENTINA,15,17,0
Icecream,Icecream,UNITED STATES OF AMERICA,10,14,3
Icecream,Icecream,CANADA,13,10,0
Icecream,Icecream,CANADA,13,17,0
Icecream,Icecream,GREECE,11,14,0
Icecream,Icecream,GREECE,12,14,0
Icecream,Icecream,UNITED STATES OF AMERICA,12,15,0
Icecream,Icecream,UNITED STATES OF AMERICA,15,25,0
Icecream,Icecream,ARGENTINA,12,12,0
Icecream,Icecream,AUSTRALIA,14,15,0
Icecream,Icecream,FRANCE,13,30,0
Icecream,Icecream,GREECE,12,20,0
Icecream,Icecream,ITALY,14,24,0
Icecream,Icecream,PORTUGAL,20,124,10
Icecream,Icecream,CANADA,11,15,0
Icecream,Icecream,ITALY,15,95,0
Icecream,Icecream,GERMANY,9,35,3
Icecream,Icecream,ARGENTINA,14,17,0
Icecream,Icecream,FRANCE,13,24,1
Icecream,Icecream,UNITED STATES OF AMERICA,14,28,0
Icecream,Icecream,FRANCE,13,15,0
Icecream,Icecream,CANADA,14,60,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,19,0
Icecream,Icecream,SPAIN,13,17,0
Icecream,Icecream,CANADA,13,17,1
Icecream,Icecream,CANADA,11,13,1
Icecream,Icecream,FRANCE,13,45,0
Icecream,Icecream,SPAIN,14,20,0
Icecream,Icecream,FRANCE,13,293,0
Icecream,Icecream,FRANCE,14,127,0
Icecream,Icecream,ARGENTINA,11,9,1
Icecream,Icecream,FRANCE,14,95,0
Icecream,Icecream,SOUTH AFRICA,12,9,0
Icecream,Icecream,FRANCE,12,95,0
Icecream,Icecream,CHILE,14,11,0
Icecream,Icecream,CHILE,12,16,0
Icecream,Icecream,CANADA,7,7,4
Icecream,Icecream,NEW ZEALAND,14,35,0
Icecream,Icecream,FRANCE,13,200,0
Icecream,Icecream,FRANCE,12,80,1
Icecream,Icecream,PORTUGAL,14,120,0
Icecream,Icecream,UNITED STATES OF AMERICA,13,25,0
Icecream,Icecream,ITALY,14,37,0
Icecream,Icecream,CANADA,13,10,0
Icecream,Icecream,ITALY,14,73,0
Icecream,Icecream,ITALY,14,23,0
Icecream,Icecream,ITALY,16,13,1
Icecream,Icecream,ARGENTINA,14,16,0
Icecream,Icecream,FRANCE,13,13,0
Icecream,Icecream,FRANCE,13,19,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,13,0
Icecream,Icecream,ARGENTINA,15,22,0
Icecream,Icecream,FRANCE,13,65,1
Icecream,Icecream,AUSTRALIA,14,11,0
Icecream,Icecream,FRANCE,13,166,0
Icecream,Icecream,SOUTH AFRICA,14,20,0
Icecream,Icecream,GERMANY,11,14,1
Icecream,Icecream,ITALY,14,40,0
Icecream,Icecream,PORTUGAL,12,17,0
Icecream,Icecream,UNITED STATES OF AMERICA,12,8,1
Icecream,Icecream,ITALY,14,95,0
Icecream,Icecream,SOUTH AFRICA,12,10,0
Icecream,Icecream,FRANCE,13,18,0
Icecream,Icecream,AUSTRALIA,13,17,0
Icecream,Icecream,FRANCE,12,69,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,98,0
Icecream,Icecream,FRANCE,12,55,1
Icecream,Icecream,CANADA,13,10,1
Icecream,Icecream,FRANCE,12,65,0
Icecream,Icecream,AUSTRALIA,13,11,0
Icecream,Icecream,AUSTRALIA,14,34,0
Icecream,Icecream,ARGENTINA,14,15,0
Icecream,Icecream,FRANCE,13,38,0
Icecream,Icecream,UNITED STATES OF AMERICA,15,30,0
Icecream,Icecream,ARGENTINA,14,23,0
Icecream,Icecream,SPAIN,14,14,0
Icecream,Icecream,KOREA - SOUTH,6,7,0
Icecream,Icecream,AUSTRALIA,15,110,NA
Icecream,Icecream,CANADA,13,15,0
Icecream,Icecream,CANADA,13,15,0
Icecream,Icecream,FRANCE,13,249,1
Icecream,Icecream,AUSTRALIA,15,33,0
Icecream,Icecream,INDIA,14,20,1
Icecream,Icecream,FRANCE,14,40,0
Icecream,Icecream,SPAIN,14,30,0
Icecream,Icecream,ITALY,14,80,0
Icecream,Icecream,CANADA,13,18,0
Icecream,Icecream,UNITED STATES OF AMERICA,12,18,10
Icecream,Icecream,FRANCE,13,45,1
Icecream,Icecream,SOUTH AFRICA,13,15,0
Icecream,Icecream,CANADA,13,15,1
Icecream,Icecream,PORTUGAL,20,16,10
Icecream,Icecream,AUSTRALIA,15,17,0
Icecream,Icecream,CANADA,14,40,0
Icecream,Icecream,JAPAN,16,17,NA
Icecream,Icecream,FRANCE,9,90,10
Icecream,Icecream,CANADA,14,15,0
Icecream,Icecream,ITALY,15,29,0
Icecream,Icecream,CHILE,14,18,0
Icecream,Icecream,CANADA,13,25,0
Icecream,Icecream,FRANCE,13,60,0
Icecream,Icecream,CANADA,12,15,0
Icecream,Icecream,CHILE,14,16,0
Icecream,Icecream,FRANCE,14,13,0
Icecream,Icecream,CANADA,14,14,0
Icecream,Icecream,FRANCE,13,180,0
Icecream,Icecream,SOUTH AFRICA,14,16,0
Icecream,Icecream,FRANCE,14,175,0
Icecream,Icecream,SPAIN,12,13,1
Icecream,Icecream,PORTUGAL,20,28,8
Icecream,Icecream,ITALY,13,50,0
Icecream,Icecream,GERMANY,9,33,3
Icecream,Icecream,CHILE,14,11,0
Icecream,Icecream,ITALY,14,30,0
Icecream,Icecream,CANADA,13,19,0
Icecream,Icecream,ISRAEL,12,18,0
Icecream,Icecream,FRANCE,14,86,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,50,0
Icecream,Icecream,CHILE,13,14,0
Icecream,Icecream,CANADA,13,16,1
Icecream,Icecream,FRANCE,14,55,0
Icecream,Icecream,ITALY,14,60,0
Icecream,Icecream,FRANCE,13,26,0
Icecream,Icecream,CANADA,13,15,1
Icecream,Icecream,AUSTRIA,13,18,0
Icecream,Icecream,CANADA,14,26,0
Icecream,Icecream,FRANCE,15,27,0
Icecream,Icecream,CANADA,12,19,1
Icecream,Icecream,KOREA - SOUTH,14,11,1
Icecream,Icecream,CANADA,13,24,0
Icecream,Icecream,CANADA,14,16,1
Icecream,Icecream,FRANCE,13,189,0
Icecream,Icecream,ITALY,12,17,0
Icecream,Icecream,CANADA,13,17,0
Icecream,Icecream,ITALY,13,20,0
Icecream,Icecream,AUSTRALIA,14,30,0
Icecream,Icecream,UNITED STATES OF AMERICA,13,13,0
Icecream,Icecream,ITALY,14,25,1
Icecream,Icecream,FRANCE,12,26,1
Icecream,Icecream,FRANCE,13,23,0
Icecream,Icecream,AUSTRALIA,14,85,0
Icecream,Icecream,ITALY,11,15,1
Icecream,Icecream,NEW ZEALAND,14,20,0
Icecream,Icecream,FRANCE,13,26,0
Icecream,Icecream,SPAIN,13,13,0
Icecream,Icecream,CANADA,12,10,0
Icecream,Icecream,SPAIN,12,18,0
Icecream,Icecream,AUSTRALIA,14,12,0
Icecream,Icecream,FRANCE,13,17,0
Icecream,Icecream,CANADA,13,20,0
Icecream,Icecream,ITALY,13,27,0
Icecream,Icecream,GERMANY,8,35,4
Icecream,Icecream,AUSTRALIA,13,25,0
Icecream,Icecream,ARGENTINA,14,12,0
Icecream,Icecream,UNITED STATES OF AMERICA,14,110,0
Icecream,Icecream,CANADA,18,23,9
Icecream,Icecream,FRANCE,14,16,0
Icecream,Icecream,FRANCE,13,25,0
Icecream,Icecream,FRANCE,13,33,0
Icecream,Icecream,AUSTRALIA,12,14,2
Icecream,Icecream,ITALY,15,299,0
Icecream,Icecream,CHILE,13,15,0
Icecream,Icecream,FRANCE,12,30,0
